curr_id,contract,sex,car,income,credit,income_type,education,family_status,house,start_day,organization
100286,Cash loans,M,Y,121500,263686.5,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
100287,Cash loans,F,N,202500,225000,Pensioner,Higher education,Married,House / apartment,TUESDAY,XNA
100288,Cash loans,F,N,157500,450000,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Other
100289,Cash loans,M,Y,202500,526491,Working,Higher education,Married,House / apartment,TUESDAY,Transport: type 4
100290,Cash loans,M,N,135000,224136,Working,Secondary / secondary special,Separated,House / apartment,THURSDAY,Business Entity Type 3
100291,Cash loans,F,N,153000,292500,Working,Incomplete higher,Married,House / apartment,TUESDAY,Self-employed
100292,Cash loans,F,N,202500,675000,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
100293,Cash loans,F,N,202500,1271281.5,Working,Higher education,Married,House / apartment,MONDAY,Transport: type 4
100294,Cash loans,F,N,157500,835380,Commercial associate,Secondary / secondary special,Widow,House / apartment,FRIDAY,Transport: type 2
100295,Cash loans,M,Y,225000,1019205,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3
100296,Cash loans,M,N,225000,223884,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
100297,Cash loans,M,Y,135000,334152,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
100298,Cash loans,F,N,270000,473760,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
100299,Revolving loans,F,N,112500,540000,State servant,Secondary / secondary special,Married,House / apartment,SATURDAY,Medicine
100300,Cash loans,M,N,63000,426645,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Trade: type 3
100301,Cash loans,M,N,112500,571486.5,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
100302,Cash loans,F,N,180000,187704,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Bank
100303,Cash loans,F,N,292500,254700,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
100304,Revolving loans,F,N,225000,675000,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Business Entity Type 3
100305,Cash loans,M,Y,135000,237024,Working,Incomplete higher,Single / not married,House / apartment,SATURDAY,Business Entity Type 3
100307,Cash loans,M,N,225000,451804.5,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Military
100308,Cash loans,M,N,157500,208512,Working,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3
100309,Cash loans,F,N,157500,263686.5,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Postal
100310,Cash loans,M,N,180000,1071000,Working,Higher education,Married,Rented apartment,WEDNESDAY,Business Entity Type 3
100313,Cash loans,F,N,87750,1206954,Pensioner,Higher education,Married,House / apartment,TUESDAY,XNA
100314,Cash loans,M,N,292500,239850,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
100315,Cash loans,F,Y,121500,288873,Working,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 2
100316,Cash loans,F,N,67500,622413,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine
100317,Cash loans,F,N,180000,630000,Working,Higher education,Married,House / apartment,WEDNESDAY,School
100318,Cash loans,F,N,90000,381528,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Trade: type 7
100319,Cash loans,F,N,135000,781920,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
100320,Cash loans,M,Y,225000,481855.5,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Construction
100321,Cash loans,M,Y,270000,521280,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Business Entity Type 3
100322,Cash loans,M,Y,225000,254700,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
100323,Cash loans,M,Y,450000,1575000,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100324,Cash loans,F,Y,112500,152820,Commercial associate,Secondary / secondary special,Separated,House / apartment,THURSDAY,Self-employed
100325,Cash loans,F,N,135000,640080,State servant,Secondary / secondary special,Married,House / apartment,TUESDAY,Construction
100326,Cash loans,M,Y,36000,284400,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,XNA
100327,Cash loans,M,Y,180000,407727,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
100328,Cash loans,F,N,171000,1270746,State servant,Secondary / secondary special,Married,House / apartment,TUESDAY,Medicine
100329,Cash loans,F,Y,135000,247275,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
100332,Cash loans,F,N,157500,545040,Pensioner,Secondary / secondary special,Widow,House / apartment,THURSDAY,XNA
100333,Cash loans,F,N,382500,450000,Commercial associate,Incomplete higher,Married,House / apartment,TUESDAY,Bank
100334,Cash loans,M,N,90000,101880,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Other
100335,Cash loans,F,N,63000,675000,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA
100336,Cash loans,F,Y,157500,497520,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Industry: type 3
100337,Cash loans,F,N,270000,545040,Commercial associate,Higher education,Single / not married,House / apartment,TUESDAY,Business Entity Type 3
100338,Cash loans,F,N,270000,630000,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Trade: type 6
100339,Revolving loans,M,N,166500,495000,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
100340,Cash loans,F,N,202500,787131,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Transport: type 4
100341,Cash loans,M,Y,76500,545040,Working,Secondary / secondary special,Widow,House / apartment,TUESDAY,Industry: type 2
100342,Cash loans,M,N,90000,101880,Working,Secondary / secondary special,Single / not married,With parents,THURSDAY,Business Entity Type 3
100343,Cash loans,M,Y,315000,90000,Working,Secondary / secondary special,Single / not married,With parents,SATURDAY,Business Entity Type 3
100344,Cash loans,M,N,112500,225000,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3
100345,Cash loans,F,N,157500,450000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
100346,Cash loans,F,N,180000,582804,State servant,Higher education,Separated,House / apartment,FRIDAY,School
100347,Cash loans,F,N,81000,640080,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
100348,Cash loans,F,N,135000,1223010,Working,Incomplete higher,Married,House / apartment,FRIDAY,Business Entity Type 3
100349,Cash loans,F,N,108000,364896,Pensioner,Secondary / secondary special,Widow,Municipal apartment,FRIDAY,XNA
100350,Cash loans,F,N,112500,481495.5,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
100351,Cash loans,F,N,69750,675000,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
100353,Cash loans,F,N,81000,536917.5,Working,Secondary / secondary special,Widow,House / apartment,SATURDAY,Self-employed
100354,Revolving loans,F,N,112500,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 3
100355,Cash loans,M,N,315000,946503,Working,Secondary / secondary special,Married,With parents,MONDAY,Business Entity Type 2
100356,Cash loans,F,N,180000,188685,Working,Secondary / secondary special,Widow,House / apartment,THURSDAY,Business Entity Type 3
100357,Revolving loans,F,N,225000,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,SATURDAY,Business Entity Type 3
100359,Cash loans,M,Y,112500,226908,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100360,Revolving loans,F,N,67500,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Housing
100361,Cash loans,M,N,270000,1800000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Trade: type 7
100362,Cash loans,F,N,157500,807984,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 2
100363,Cash loans,F,Y,360000,493497,Commercial associate,Higher education,Married,House / apartment,MONDAY,Bank
100364,Cash loans,F,N,315000,1024290,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Industry: type 11
100365,Cash loans,F,N,247500,517788,Pensioner,Higher education,Married,House / apartment,FRIDAY,XNA
100366,Revolving loans,M,Y,765000,1350000,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 3
100368,Cash loans,F,N,166500,675000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100369,Cash loans,F,N,157500,528633,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
100370,Cash loans,F,N,45000,448056,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
100371,Cash loans,F,Y,450000,808650,Commercial associate,Higher education,Civil marriage,House / apartment,WEDNESDAY,Kindergarten
100372,Cash loans,F,N,90000,531000,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
100373,Cash loans,F,N,225000,906228,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,School
100374,Cash loans,F,Y,112500,1308964.5,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 2
100375,Cash loans,M,N,180000,942300,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Transport: type 1
100376,Cash loans,M,Y,360000,254700,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Transport: type 3
100377,Cash loans,M,N,157500,239850,Working,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 3
100378,Cash loans,F,Y,247500,808650,Working,Secondary / secondary special,Widow,House / apartment,THURSDAY,Self-employed
100379,Cash loans,M,Y,112500,942300,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Agriculture
100380,Cash loans,F,N,630000,900000,Working,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3
100381,Cash loans,F,N,121500,302544,Commercial associate,Higher education,Single / not married,With parents,SATURDAY,Business Entity Type 3
100383,Cash loans,M,Y,180000,640080,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
100387,Cash loans,M,Y,292500,1095817.5,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Industry: type 3
100388,Cash loans,F,N,99000,518562,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Housing
100389,Cash loans,M,Y,247500,1971072,Working,Higher education,Married,House / apartment,WEDNESDAY,Self-employed
100390,Cash loans,F,N,90000,555273,State servant,Higher education,Married,House / apartment,FRIDAY,Transport: type 4
100391,Cash loans,F,N,153000,808650,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Other
100392,Revolving loans,M,Y,180000,180000,Working,Secondary / secondary special,Civil marriage,With parents,FRIDAY,Business Entity Type 3
100393,Cash loans,M,Y,405000,2250000,Working,Higher education,Married,House / apartment,FRIDAY,Police
100394,Cash loans,M,N,112500,178290,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
100395,Cash loans,M,Y,225000,888840,Commercial associate,Secondary / secondary special,Married,Municipal apartment,FRIDAY,Business Entity Type 2
100396,Cash loans,M,N,112500,417024,Pensioner,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,XNA
100397,Cash loans,F,N,144000,1417185,State servant,Secondary / secondary special,Married,House / apartment,TUESDAY,Medicine
100398,Cash loans,F,N,81000,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Police
100400,Cash loans,F,N,270000,536917.5,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
100401,Cash loans,F,N,202500,343683,Pensioner,Secondary / secondary special,Separated,House / apartment,THURSDAY,XNA
100402,Cash loans,F,N,81000,276277.5,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,MONDAY,XNA
100403,Cash loans,M,Y,315000,1350000,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100405,Cash loans,M,Y,180000,450000,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Police
100406,Cash loans,F,N,135000,468648,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
100407,Cash loans,F,N,157500,521280,Working,Higher education,Married,House / apartment,THURSDAY,Government
100408,Cash loans,F,N,81000,454500,Commercial associate,Incomplete higher,Separated,House / apartment,FRIDAY,Business Entity Type 3
